"County Code","County","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"06001","Alameda County, CA","365","220","123","17","5",".","190","84","45",".","20","156",".","189","."
"06005","Amador County, CA","364","265","69","27","3",".","185","97","37",".",".","364",".",".","."
"06007","Butte County, CA","365","155","142","59","9",".","172","122","56",".","1","260",".","102","2"
"06009","Calaveras County, CA","364","230","88","34","11","1","201","108","42",".",".","346",".","18","."
"06011","Colusa County, CA","365","234","128","2","1",".","154","74","45",".",".","211",".","150","4"
"06013","Contra Costa County, CA","365","265","80","16","4",".","169","83","41",".","36","234","9","83","3"
"06015","Del Norte County, CA","124","120","4",".",".",".","77","32","12",".",".",".",".","99","25"
"06017","El Dorado County, CA","365","215","71","50","27","2","210","143","43",".",".","365",".",".","."
"06019","Fresno County, CA","365","82","149","85","47","2","208","156","80",".","18","195",".","151","1"
"06021","Glenn County, CA","364","268","88","7","1",".","153","67","41",".",".","283",".","77","4"
"06023","Humboldt County, CA","101","82","19",".",".",".","99","58","28",".","2","11",".","79","9"
"06025","Imperial County, CA","365","117","183","55","10",".","190","119","63","6","65","247","2","24","21"
"06027","Inyo County, CA","365","176","123","47","8","11","8195","115","51",".",".","290",".",".","75"
"06029","Kern County, CA","365","56","129","95","71","14","217","175","100",".","4","207",".","149","5"
"06031","Kings County, CA","365","176","109","72","8",".","190","126","52",".","42","247",".","37","39"
"06033","Lake County, CA","364","336","27","1",".",".","101","48","35",".",".","358",".","6","."
"06037","Los Angeles County, CA","365","64","172","79","39","11","224","161","82","1","55","184",".","123","2"
"06039","Madera County, CA","363","260","72","30","1",".","174","97","39",".","56","307",".",".","."
"06041","Marin County, CA","362","350","12",".",".",".","64","41","30",".","119","208",".","32","3"
"06043","Mariposa County, CA","365","88","213","58","6",".","172","119","61",".",".","203",".","161","1"
"06045","Mendocino County, CA","365","341","24",".",".",".","97","48","34",".","34","309",".","16","6"
"06047","Merced County, CA","364","215","98","43","8",".","172","112","44",".","43","269",".","49","3"
"06051","Mono County, CA","269","238","15","6","2","8","4196","55","15",".",".",".",".","27","242"
"06053","Monterey County, CA","365","345","19","1",".",".","126","46","37",".","16","331",".","15","3"
"06055","Napa County, CA","364","348","14","2",".",".","105","44","34",".","83","275",".",".","6"
"06057","Nevada County, CA","365","174","108","59","24",".","200","136","53",".",".","284",".","20","61"
"06059","Orange County, CA","365","131","203","21","9","1","209","97","56",".","40","167",".","158","."
"06061","Placer County, CA","365","138","142","53","30","2","209","147","60",".","16","222",".","126","1"
"06063","Plumas County, CA","365","287","75","3",".",".","139","68","38",".",".","169",".","98","98"
"06065","Riverside County, CA","365","74","147","79","54","11","218","174","84",".","16","229",".","102","18"
"06067","Sacramento County, CA","365","119","153","57","33","3","207","149","64",".","7","204",".","148","6"
"06069","San Benito County, CA","365","276","70","17","2",".","156","80","42",".",".","364",".","1","."
"06071","San Bernardino County, CA","365","67","157","70","53","18","239","177","80",".","70","241",".","44","10"
"06073","San Diego County, CA","365","84","210","55","16",".","187","126","70",".","48","218",".","92","7"
"06075","San Francisco County, CA","363","264","95","4",".",".","147","63","38",".","70","94",".","199","."
"06077","San Joaquin County, CA","365","227","101","30","7",".","195","101","44",".","76","233",".","50","6"
"06079","San Luis Obispo County, CA","365","178","122","59","6",".","174","119","51",".","3","281","64","12","5"
"06081","San Mateo County, CA","364","268","94","1","1",".","161","62","39",".","28","128",".","208","."
"06083","Santa Barbara County, CA","365","229","120","15","1",".","162","80","48",".","4","345",".","15","1"
"06085","Santa Clara County, CA","365","208","135","15","7",".","200","88","47",".","17","161",".","179","8"
"06087","Santa Cruz County, CA","365","347","17","1",".",".","101","45","36",".","2","345",".","12","6"
"06089","Shasta County, CA","365","252","90","22","1",".","151","90","45",".",".","347",".","18","."
"06093","Siskiyou County, CA","333","285","46","2",".",".","105","58","36",".",".","303",".","25","5"
"06095","Solano County, CA","365","201","144","17","3",".","154","85","47",".","13","136",".","216","."
"06097","Sonoma County, CA","364","339","24",".","1",".","153","47","33",".","36","277",".","50","1"
"06099","Stanislaus County, CA","365","219","100","32","14",".","179","108","44","4","63","234",".","62","2"
"06101","Sutter County, CA","365","167","151","41","6",".","179","108","54",".","18","217",".","128","2"
"06103","Tehama County, CA","340","210","83","40","7",".","166","117","41",".",".","323",".",".","17"
"06105","Trinity County, CA","126","115","6","4","1",".","171","46","15",".",".",".",".","77","49"
"06107","Tulare County, CA","365","71","151","74","67","2","204","161","88",".",".","209",".","156","."
"06109","Tuolumne County, CA","365","268","81","16",".",".","143","84","38",".",".","365",".",".","."
"06111","Ventura County, CA","365","202","111","38","14",".","197","119","48",".","21","308",".","34","2"
"06113","Yolo County, CA","365","236","99","25","5",".","172","87","44",".","7","254",".","101","3"
